word,course,date,topic,subtopic,emojiRating 
chose,200,2018-01-30 00:00:00,assignments,Class discussion,2
individual,200,2018-01-30 00:00:00,assignments,Class discussion,2
projects,200,2018-01-30 00:00:00,assignments,Class discussion,2
instead,200,2018-01-30 00:00:00,assignments,Class discussion,2
,200,2018-01-30 00:00:00,assignments,Class discussion,2
currently,209,2018-09-02 00:00:00,assignments,Course subject matter,2
assignment,209,2018-09-02 00:00:00,assignments,Course subject matter,2
fairly,209,2018-09-02 00:00:00,assignments,Course subject matter,2
long,209,2018-09-02 00:00:00,assignments,Course subject matter,2
difficulty,209,2018-09-02 00:00:00,assignments,Course subject matter,2
varies,209,2018-09-02 00:00:00,assignments,Course subject matter,2
significantly,209,2018-09-02 00:00:00,assignments,Course subject matter,2
individual,209,2018-09-02 00:00:00,assignments,Course subject matter,2
students,209,2018-09-02 00:00:00,assignments,Course subject matter,2
depending,209,2018-09-02 00:00:00,assignments,Course subject matter,2
knowledge,209,2018-09-02 00:00:00,assignments,Course subject matter,2
python,209,2018-09-02 00:00:00,assignments,Course subject matter,2
exposure,209,2018-09-02 00:00:00,assignments,Course subject matter,2
distributed,209,2018-09-02 00:00:00,assignments,Course subject matter,2
concepts,209,2018-09-02 00:00:00,assignments,Course subject matter,2
platform,209,2018-09-02 00:00:00,assignments,Course subject matter,2
level,209,2018-09-02 00:00:00,assignments,Course subject matter,2
debugging,209,2018-09-02 00:00:00,assignments,Course subject matter,2
experience,209,2018-09-02 00:00:00,assignments,Course subject matter,2
(a,209,2018-09-02 00:00:00,assignments,Course subject matter,2
necessary,209,2018-09-02 00:00:00,assignments,Course subject matter,2
evil,209,2018-09-02 00:00:00,assignments,Course subject matter,2
point),209,2018-09-02 00:00:00,assignments,Course subject matter,2
assignments,209,2018-09-02 00:00:00,assignments,Course subject matter,2
serious,209,2018-09-02 00:00:00,assignments,Course subject matter,2
time,209,2018-09-02 00:00:00,assignments,Course subject matter,2
commitments,209,2018-09-02 00:00:00,assignments,Course subject matter,2
excellent,209,2018-05-19 00:00:00,instructors,Lectures are confusing and difficult,5
job,209,2018-05-19 00:00:00,instructors,Lectures are confusing and difficult,5
making,209,2018-05-19 00:00:00,instructors,Lectures are confusing and difficult,5
sure,209,2018-05-19 00:00:00,instructors,Lectures are confusing and difficult,5
expectations,209,2018-05-19 00:00:00,instructors,Lectures are confusing and difficult,5
clear,209,2018-05-19 00:00:00,instructors,Lectures are confusing and difficult,5
assignments,209,2018-05-19 00:00:00,instructors,Lectures are confusing and difficult,5
theory,266,2018-06-24 00:00:00,async,Highly recommending this class,3
covered,266,2018-06-24 00:00:00,async,Highly recommending this class,3
async,266,2018-06-24 00:00:00,async,Highly recommending this class,3
readings,266,2018-06-24 00:00:00,async,Highly recommending this class,3
know,266,2018-06-24 00:00:00,async,Highly recommending this class,3
would,266,2018-06-24 00:00:00,async,Highly recommending this class,3
say,266,2018-06-24 00:00:00,async,Highly recommending this class,3
"""well",266,2018-06-24 00:00:00,async,Highly recommending this class,3
"explored""",266,2018-06-24 00:00:00,async,Highly recommending this class,3
class,266,2018-06-24 00:00:00,async,Highly recommending this class,3
formatted,266,2018-06-24 00:00:00,async,Highly recommending this class,3
really,266,2018-06-24 00:00:00,async,Highly recommending this class,3
dig,266,2018-06-24 00:00:00,async,Highly recommending this class,3
deep,266,2018-06-24 00:00:00,async,Highly recommending this class,3
like,266,2018-06-24 00:00:00,async,Highly recommending this class,3
also,266,2018-06-24 00:00:00,async,Highly recommending this class,3
fine,266,2018-06-24 00:00:00,async,Highly recommending this class,3
minimum,266,2018-06-24 00:00:00,async,Highly recommending this class,3
level,266,2018-06-24 00:00:00,async,Highly recommending this class,3
understanding,266,2018-06-24 00:00:00,async,Highly recommending this class,3
effort,266,2018-06-24 00:00:00,async,Highly recommending this class,3
,266,2018-06-24 00:00:00,async,Highly recommending this class,3
async,203,2018-02-19 00:00:00,async,Lectures are confusing and difficult,4
class,203,2018-02-19 00:00:00,async,Lectures are confusing and difficult,4
one,203,2018-02-19 00:00:00,async,Lectures are confusing and difficult,4
better,203,2018-02-19 00:00:00,async,Lectures are confusing and difficult,4
asyncs,203,2018-02-19 00:00:00,async,Lectures are confusing and difficult,4
imo,203,2018-02-19 00:00:00,async,Lectures are confusing and difficult,4
found,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
style,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
relaxed,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
good,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
way,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
encourages,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
explore,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
learn,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
ml,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
assignments,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
tweaking,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
various,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
parameters,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
also,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
highly,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
impressed,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
built,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
jupyter,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
notebook,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
review,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
class,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
like,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
one,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
supposed,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
use,209,2018-04-24 00:00:00,instructors,Lectures are confusing and difficult,5
hws,231,2018-02-19 00:00:00,assignments,Lectures are confusing and difficult,2
seem,231,2018-02-19 00:00:00,assignments,Lectures are confusing and difficult,2
little,231,2018-02-19 00:00:00,assignments,Lectures are confusing and difficult,2
long,231,2018-02-19 00:00:00,assignments,Lectures are confusing and difficult,2
he's,266,2018-08-14 00:00:00,instructors,Class discussion,4
also,266,2018-08-14 00:00:00,instructors,Class discussion,4
super,266,2018-08-14 00:00:00,instructors,Class discussion,4
accessible,266,2018-08-14 00:00:00,instructors,Class discussion,4
slack,266,2018-08-14 00:00:00,instructors,Class discussion,4
,266,2018-08-14 00:00:00,instructors,Class discussion,4
rarely,266,2018-08-14 00:00:00,instructors,Class discussion,4
take,266,2018-08-14 00:00:00,instructors,Class discussion,4
half,266,2018-08-14 00:00:00,instructors,Class discussion,4
hour,266,2018-08-14 00:00:00,instructors,Class discussion,4
get,266,2018-08-14 00:00:00,instructors,Class discussion,4
response,266,2018-08-14 00:00:00,instructors,Class discussion,4
encourages,266,2018-08-14 00:00:00,instructors,Class discussion,4
class,266,2018-08-14 00:00:00,instructors,Class discussion,4
actively,266,2018-08-14 00:00:00,instructors,Class discussion,4
discuss,266,2018-08-14 00:00:00,instructors,Class discussion,4
material,266,2018-08-14 00:00:00,instructors,Class discussion,4
slack,266,2018-08-14 00:00:00,instructors,Class discussion,4
theoretical,266,2019-01-18 00:00:00,live session,Course subject matter,3
applied,266,2019-01-18 00:00:00,live session,Course subject matter,3
reason,266,2019-01-18 00:00:00,live session,Course subject matter,3
break,266,2019-01-18 00:00:00,live session,Course subject matter,3
outs,266,2019-01-18 00:00:00,live session,Course subject matter,3
enjoy,266,2019-01-18 00:00:00,live session,Course subject matter,3
since,266,2019-01-18 00:00:00,live session,Course subject matter,3
learn,266,2019-01-18 00:00:00,live session,Course subject matter,3
coding,266,2019-01-18 00:00:00,live session,Course subject matter,3
aspects,266,2019-01-18 00:00:00,live session,Course subject matter,3
might,266,2019-01-18 00:00:00,live session,Course subject matter,3
potentially,266,2019-01-18 00:00:00,live session,Course subject matter,3
challenging,266,2019-01-18 00:00:00,live session,Course subject matter,3
people,266,2019-01-18 00:00:00,live session,Course subject matter,3
programming,266,2019-01-18 00:00:00,live session,Course subject matter,3
experience,266,2019-01-18 00:00:00,live session,Course subject matter,3
apply,266,2019-01-18 00:00:00,live session,Course subject matter,3
theory,266,2019-01-18 00:00:00,live session,Course subject matter,3
practice,266,2019-01-18 00:00:00,live session,Course subject matter,3
homework,266,2019-01-18 00:00:00,live session,Course subject matter,3
assignments,266,2019-01-18 00:00:00,live session,Course subject matter,3
however,W266,2018-10-13 00:00:00,live session,Course subject matter,2
still,W266,2018-10-13 00:00:00,live session,Course subject matter,2
applied,W266,2018-10-13 00:00:00,live session,Course subject matter,2
ml,W266,2018-10-13 00:00:00,live session,Course subject matter,2
course,W266,2018-10-13 00:00:00,live session,Course subject matter,2
neither,W266,2018-10-13 00:00:00,live session,Course subject matter,2
async,W266,2018-10-13 00:00:00,live session,Course subject matter,2
sync,W266,2018-10-13 00:00:00,live session,Course subject matter,2
prepare,W266,2018-10-13 00:00:00,live session,Course subject matter,2
understanding,W266,2018-10-13 00:00:00,live session,Course subject matter,2
detail,W266,2018-10-13 00:00:00,live session,Course subject matter,2
math,W266,2018-10-13 00:00:00,live session,Course subject matter,2
computer,W266,2018-10-13 00:00:00,live session,Course subject matter,2
science,W266,2018-10-13 00:00:00,live session,Course subject matter,2
aspects,W266,2018-10-13 00:00:00,live session,Course subject matter,2
implementing,W266,2018-10-13 00:00:00,live session,Course subject matter,2
algorithms,W266,2018-10-13 00:00:00,live session,Course subject matter,2
,231,2018-08-03 00:00:00,instructors,Lectures are confusing and difficult,2
know,231,2018-08-03 00:00:00,instructors,Lectures are confusing and difficult,2
necessarily,231,2018-08-03 00:00:00,instructors,Lectures are confusing and difficult,2
adding,231,2018-08-03 00:00:00,instructors,Lectures are confusing and difficult,2
much,231,2018-08-03 00:00:00,instructors,Lectures are confusing and difficult,2
value,231,2018-08-03 00:00:00,instructors,Lectures are confusing and difficult,2
async,231,2018-08-03 00:00:00,instructors,Lectures are confusing and difficult,2
hoped,231,2018-08-03 00:00:00,instructors,Lectures are confusing and difficult,2
,231,2018-08-03 00:00:00,instructors,Lectures are confusing and difficult,2
,231,2018-03-21 00:00:00,async,Course subject matter,3
experience,231,2018-03-21 00:00:00,async,Course subject matter,3
async,231,2018-03-21 00:00:00,async,Course subject matter,3
half,231,2018-03-21 00:00:00,async,Course subject matter,3
good,231,2018-03-21 00:00:00,async,Course subject matter,3
half,231,2018-03-21 00:00:00,async,Course subject matter,3
useless,231,2018-03-21 00:00:00,async,Course subject matter,3
textbook,231,2018-03-21 00:00:00,async,Course subject matter,3
subpar,231,2018-03-21 00:00:00,async,Course subject matter,3
think,231,2018-03-21 00:00:00,async,Course subject matter,3
strong,231,2018-03-21 00:00:00,async,Course subject matter,3
math,231,2018-03-21 00:00:00,async,Course subject matter,3
going,231,2018-03-21 00:00:00,async,Course subject matter,3
need,231,2018-03-21 00:00:00,async,Course subject matter,3
commit,231,2018-03-21 00:00:00,async,Course subject matter,3
lot,231,2018-03-21 00:00:00,async,Course subject matter,3
time,231,2018-03-21 00:00:00,async,Course subject matter,3
regardless,231,2018-03-21 00:00:00,async,Course subject matter,3
instructor,231,2018-03-21 00:00:00,async,Course subject matter,3
would,207,2018-11-10 00:00:00,instructors,Course subject matter,1
caution,207,2018-11-10 00:00:00,instructors,Course subject matter,1
taking,207,2018-11-10 00:00:00,instructors,Course subject matter,1
class,207,2018-11-10 00:00:00,instructors,Course subject matter,1
jy,207,2018-11-10 00:00:00,instructors,Course subject matter,1
instructor,207,2018-11-10 00:00:00,instructors,Course subject matter,1
seem,207,2018-11-10 00:00:00,instructors,Course subject matter,1
understand,207,2018-11-10 00:00:00,instructors,Course subject matter,1
sardonic,207,2018-11-10 00:00:00,instructors,Course subject matter,1
wit,207,2018-11-10 00:00:00,instructors,Course subject matter,1
appropriate,207,2018-11-10 00:00:00,instructors,Course subject matter,1
take,210,2018-07-17 00:00:00,assignments,Discussion and assignment questions,3
grade,210,2018-07-17 00:00:00,assignments,Discussion and assignment questions,3
assignments,210,2018-07-17 00:00:00,assignments,Discussion and assignment questions,3
provide,210,2018-07-17 00:00:00,assignments,Discussion and assignment questions,3
detailed,210,2018-07-17 00:00:00,assignments,Discussion and assignment questions,3
feedback,210,2018-07-17 00:00:00,assignments,Discussion and assignment questions,3
,210,2018-07-17 00:00:00,assignments,Discussion and assignment questions,3
aware,210,2018-04-26 00:00:00,instructors,Lectures are confusing and difficult,3
really,210,2018-04-26 00:00:00,instructors,Lectures are confusing and difficult,3
pays,210,2018-04-26 00:00:00,instructors,Lectures are confusing and difficult,3
attention,210,2018-04-26 00:00:00,instructors,Lectures are confusing and difficult,3
participation,210,2018-04-26 00:00:00,instructors,Lectures are confusing and difficult,3
make,210,2018-04-26 00:00:00,instructors,Lectures are confusing and difficult,3
sure,210,2018-04-26 00:00:00,instructors,Lectures are confusing and difficult,3
coding,210,2018-04-26 00:00:00,instructors,Lectures are confusing and difficult,3
exercises,210,2018-04-26 00:00:00,instructors,Lectures are confusing and difficult,3
async,210,2018-04-26 00:00:00,instructors,Lectures are confusing and difficult,3
time,210,2018-04-26 00:00:00,instructors,Lectures are confusing and difficult,3
he's,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
really,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
great,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
explaining,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
javascript,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
number,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
async,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
videos,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
he's,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
super,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
knowledgeable,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
also,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
responsive,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
slack,201,2018-11-14 00:00:00,instructors,Discussion and assignment questions,5
think,203,2018-06-05 00:00:00,instructors,Able to answer student questions,4
he's,203,2018-06-05 00:00:00,instructors,Able to answer student questions,4
solid,203,2018-06-05 00:00:00,instructors,Able to answer student questions,4
instructor,203,2018-06-05 00:00:00,instructors,Able to answer student questions,4
,203,2018-06-05 00:00:00,instructors,Able to answer student questions,4
explains,203,2018-06-05 00:00:00,instructors,Able to answer student questions,4
material,203,2018-06-05 00:00:00,instructors,Able to answer student questions,4
well,203,2018-06-05 00:00:00,instructors,Able to answer student questions,4
answers,203,2018-06-05 00:00:00,instructors,Able to answer student questions,4
questions,203,2018-06-05 00:00:00,instructors,Able to answer student questions,4
effectively,203,2018-06-05 00:00:00,instructors,Able to answer student questions,4
office,203,2018-06-05 00:00:00,instructors,Able to answer student questions,4
hours,203,2018-06-05 00:00:00,instructors,Able to answer student questions,4
he's,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
engaging,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
many,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
live,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
session,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
profs,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
also,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
gauges,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
much,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
class,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
understands,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
helps,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
us,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
along,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
(rather,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
sitting,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
silence,209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
yikes),209,2018-09-20 00:00:00,instructors,Highly recommending this class,4
e,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
definitely,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
could,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
stronger,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
guiding,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
discussions,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
especially,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
considering,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
important,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
part,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
class,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
really,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
good,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
group,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
spoke,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
without,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
prompting,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
would,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
appreciated,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
brought,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
together,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
somehow,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
end,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
class,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
drew,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
conclusions,203,2018-05-13 00:00:00,instructors,Lectures are confusing and difficult,2
enjoying,201,2018-12-19 00:00:00,instructors,Class discussion,4
running,201,2018-12-19 00:00:00,instructors,Class discussion,4
class,201,2018-12-19 00:00:00,instructors,Class discussion,4
always,201,2018-12-19 00:00:00,instructors,Class discussion,4
good,201,2018-12-19 00:00:00,instructors,Class discussion,4
questions,201,2018-12-19 00:00:00,instructors,Class discussion,4
class,201,2018-12-19 00:00:00,instructors,Class discussion,4
consider,201,2018-12-19 00:00:00,instructors,Class discussion,4
discussions,201,2018-12-19 00:00:00,instructors,Class discussion,4
class,209,2018-01-16 00:00:00,miscellaneous,Lectures are confusing and difficult,1
impossible,209,2018-01-16 00:00:00,miscellaneous,Lectures are confusing and difficult,1
good,209,2018-01-16 00:00:00,miscellaneous,Lectures are confusing and difficult,1
luck,209,2018-01-16 00:00:00,miscellaneous,Lectures are confusing and difficult,1
gonna,209,2018-01-16 00:00:00,miscellaneous,Lectures are confusing and difficult,1
need,209,2018-01-16 00:00:00,miscellaneous,Lectures are confusing and difficult,1
class,W266,2018-08-20 00:00:00,miscellaneous,Lectures are confusing and difficult,1
impossible,W266,2018-08-20 00:00:00,miscellaneous,Lectures are confusing and difficult,1
good,W266,2018-08-20 00:00:00,miscellaneous,Lectures are confusing and difficult,1
luck,W266,2018-08-20 00:00:00,miscellaneous,Lectures are confusing and difficult,1
gonna,W266,2018-08-20 00:00:00,miscellaneous,Lectures are confusing and difficult,1
need,W266,2018-08-20 00:00:00,miscellaneous,Lectures are confusing and difficult,1
skeptical,200,2018-06-16 00:00:00,instructors,Highly recommending this class,1
concerned,200,2018-06-16 00:00:00,instructors,Highly recommending this class,1
attitude,200,2018-06-16 00:00:00,instructors,Highly recommending this class,1
towards,200,2018-06-16 00:00:00,instructors,Highly recommending this class,1
students,200,2018-06-16 00:00:00,instructors,Highly recommending this class,1
material,241,2018-12-08 00:00:00,async,Discussion and assignment questions,5
incredibly,241,2018-12-08 00:00:00,async,Discussion and assignment questions,5
interesting,241,2018-12-08 00:00:00,async,Discussion and assignment questions,5
labs,241,2018-12-08 00:00:00,async,Discussion and assignment questions,5
provide,241,2018-12-08 00:00:00,async,Discussion and assignment questions,5
opportunity,241,2018-12-08 00:00:00,async,Discussion and assignment questions,5
dig,241,2018-12-08 00:00:00,async,Discussion and assignment questions,5
models,241,2018-12-08 00:00:00,async,Discussion and assignment questions,5
mutually,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
exclusive,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
concerns,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
others,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
aggressive,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
teaching,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
style,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
challenges,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
absorbing,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
material,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
async,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
slides,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
hard,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
follow,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
(eg,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
inconsistent,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
mathematical,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
notation,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
depending,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
book,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
copied,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
&,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
pasted,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
slide's,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
equations,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
from),209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
,209,2019-01-18 00:00:00,instructors,Discussion and assignment questions,2
feel,201,2018-04-18 00:00:00,instructors,Able to answer student questions,2
like,201,2018-04-18 00:00:00,instructors,Able to answer student questions,2
high,201,2018-04-18 00:00:00,instructors,Able to answer student questions,2
expectations,201,2018-04-18 00:00:00,instructors,Able to answer student questions,2
somewhat,201,2018-04-18 00:00:00,instructors,Able to answer student questions,2
stifle,201,2018-04-18 00:00:00,instructors,Able to answer student questions,2
student's,201,2018-04-18 00:00:00,instructors,Able to answer student questions,2
propensity,201,2018-04-18 00:00:00,instructors,Able to answer student questions,2
ask,201,2018-04-18 00:00:00,instructors,Able to answer student questions,2
questions,201,2018-04-18 00:00:00,instructors,Able to answer student questions,2
class,201,2018-04-18 00:00:00,instructors,Able to answer student questions,2
great,201,2018-04-18 00:00:00,instructors,Able to answer student questions,2
,201,2018-04-18 00:00:00,instructors,Able to answer student questions,2
great,266,2018-02-06 00:00:00,instructors,Highly recommending this class,2
finding,266,2018-02-06 00:00:00,instructors,Highly recommending this class,2
alternative,266,2018-02-06 00:00:00,instructors,Highly recommending this class,2
ways,266,2018-02-06 00:00:00,instructors,Highly recommending this class,2
explaining,266,2018-02-06 00:00:00,instructors,Highly recommending this class,2
student,266,2018-02-06 00:00:00,instructors,Highly recommending this class,2
difficulty,266,2018-02-06 00:00:00,instructors,Highly recommending this class,2
grasping,266,2018-02-06 00:00:00,instructors,Highly recommending this class,2
material,266,2018-02-06 00:00:00,instructors,Highly recommending this class,2
enjoyed,207,2019-02-14 00:00:00,live session,Class discussion,4
group,207,2019-02-14 00:00:00,live session,Class discussion,4
labs,207,2019-02-14 00:00:00,live session,Class discussion,4
lot,207,2019-02-14 00:00:00,live session,Class discussion,4
discussion,207,2019-02-14 00:00:00,live session,Class discussion,4
material,207,2019-02-14 00:00:00,live session,Class discussion,4
peertopeer,207,2019-02-14 00:00:00,live session,Class discussion,4
learning,207,2019-02-14 00:00:00,live session,Class discussion,4
favorite,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
class,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
whole,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
program,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
(i,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
graduate,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
next,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
semester),210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
papers,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
interesting,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
projects,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
really,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
hard,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
rewarding,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
,210,2018-03-29 00:00:00,assignments,Highly recommending this class,5
quality,210,2018-01-08 00:00:00,instructors,Lectures are confusing and difficult,5
instruction,210,2018-01-08 00:00:00,instructors,Lectures are confusing and difficult,5
really,210,2018-01-08 00:00:00,instructors,Lectures are confusing and difficult,5
high,210,2018-01-08 00:00:00,instructors,Lectures are confusing and difficult,5
applicability,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
use,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
nlp,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
frame,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
teaching,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
deep,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
learning,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
meant,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
teach,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
enough,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
able,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
approach,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
subject,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
areas,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
want,231,2018-10-07 00:00:00,miscellaneous,Course subject matter,4
find,209,2018-12-27 00:00:00,instructors,Always willing to explain concepts,2
looking,209,2018-12-27 00:00:00,instructors,Always willing to explain concepts,2
alternate,209,2018-12-27 00:00:00,instructors,Always willing to explain concepts,2
sources,209,2018-12-27 00:00:00,instructors,Always willing to explain concepts,2
lectures,209,2018-12-27 00:00:00,instructors,Always willing to explain concepts,2
better,209,2018-12-27 00:00:00,instructors,Always willing to explain concepts,2
job,209,2018-12-27 00:00:00,instructors,Always willing to explain concepts,2
explaining,209,2018-12-27 00:00:00,instructors,Always willing to explain concepts,2
concepts,209,2018-12-27 00:00:00,instructors,Always willing to explain concepts,2
teacher,209,2018-12-27 00:00:00,instructors,Always willing to explain concepts,2
