word,course,date,topic,subtopic,emojiRating
idea,201,2018-03-19 00:00:00,assignments,Confused by grading,2
i'm,201,2018-03-19 00:00:00,assignments,Confused by grading,2
far,201,2018-03-19 00:00:00,assignments,Confused by grading,2
we've,201,2018-03-19 00:00:00,assignments,Confused by grading,2
turned,201,2018-03-19 00:00:00,assignments,Confused by grading,2
four,201,2018-03-19 00:00:00,assignments,Confused by grading,2
assignments,201,2018-03-19 00:00:00,assignments,Confused by grading,2
far,201,2018-03-19 00:00:00,assignments,Confused by grading,2
received,201,2018-03-19 00:00:00,assignments,Confused by grading,2
feedback,201,2018-03-19 00:00:00,assignments,Confused by grading,2
super,201,2018-03-19 00:00:00,assignments,Confused by grading,2
frustrating,201,2018-03-19 00:00:00,assignments,Confused by grading,2
might,201,2018-03-19 00:00:00,assignments,Confused by grading,2
great,201,2018-03-19 00:00:00,assignments,Confused by grading,2
might,201,2018-03-19 00:00:00,assignments,Confused by grading,2
failing,201,2018-03-19 00:00:00,assignments,Confused by grading,2
i'd,207,2018-02-22 00:00:00,assignments,Lectures are confusing and difficult,3
ask,207,2018-02-22 00:00:00,assignments,Lectures are confusing and difficult,3
time,207,2018-02-22 00:00:00,assignments,Lectures are confusing and difficult,3
tas,207,2018-02-22 00:00:00,assignments,Lectures are confusing and difficult,3
try,207,2018-02-22 00:00:00,assignments,Lectures are confusing and difficult,3
bring,207,2018-02-22 00:00:00,assignments,Lectures are confusing and difficult,3
,207,2018-02-22 00:00:00,assignments,Lectures are confusing and difficult,3
additional,207,2018-02-22 00:00:00,assignments,Lectures are confusing and difficult,3
tas,207,2018-02-22 00:00:00,assignments,Lectures are confusing and difficult,3
turn,207,2018-02-22 00:00:00,assignments,Lectures are confusing and difficult,3
around,207,2018-02-22 00:00:00,assignments,Lectures are confusing and difficult,3
assignments,207,2018-02-22 00:00:00,assignments,Lectures are confusing and difficult,3
faster,207,2018-02-22 00:00:00,assignments,Lectures are confusing and difficult,3
way,241,2018-06-12 00:00:00,live session,Class discussion,4
encourage,241,2018-06-12 00:00:00,live session,Class discussion,4
lots,241,2018-06-12 00:00:00,live session,Class discussion,4
class,241,2018-06-12 00:00:00,live session,Class discussion,4
discussion,241,2018-06-12 00:00:00,live session,Class discussion,4
really,241,2018-06-12 00:00:00,live session,Class discussion,4
nice,241,2018-06-12 00:00:00,live session,Class discussion,4
async,201,2018-04-20 00:00:00,async,Lectures are confusing and difficult,3
going,201,2018-04-20 00:00:00,async,Lectures are confusing and difficult,3
pretty,201,2018-04-20 00:00:00,async,Lectures are confusing and difficult,3
well,201,2018-04-20 00:00:00,async,Lectures are confusing and difficult,3
super,201,2018-04-20 00:00:00,async,Lectures are confusing and difficult,3
applicable,201,2018-04-20 00:00:00,async,Lectures are confusing and difficult,3
live,201,2018-04-20 00:00:00,async,Lectures are confusing and difficult,3
session,201,2018-04-20 00:00:00,async,Lectures are confusing and difficult,3
discussion,201,2018-04-20 00:00:00,async,Lectures are confusing and difficult,3
abe,203,2018-07-31 00:00:00,instructors,Lectures are confusing and difficult,5
lincoln,203,2018-07-31 00:00:00,instructors,Lectures are confusing and difficult,5
best,203,2018-07-31 00:00:00,instructors,Lectures are confusing and difficult,5
professor,203,2018-07-31 00:00:00,instructors,Lectures are confusing and difficult,5
i've,203,2018-07-31 00:00:00,instructors,Lectures are confusing and difficult,5
ever,203,2018-07-31 00:00:00,instructors,Lectures are confusing and difficult,5
tech,241,2018-10-26 00:00:00,technology,Lectures are confusing and difficult,1
bad,241,2018-10-26 00:00:00,technology,Lectures are confusing and difficult,1
great,201,2018-08-23 00:00:00,technology,Lectures are confusing and difficult,4
bot,201,2018-08-23 00:00:00,technology,Lectures are confusing and difficult,4
breakout,200,2018-12-08 00:00:00,live session,Class discussion,5
sessions,200,2018-12-08 00:00:00,live session,Class discussion,5
engaging,200,2018-12-08 00:00:00,live session,Class discussion,5
really,200,2018-12-08 00:00:00,live session,Class discussion,5
enjoyed,200,2018-12-08 00:00:00,live session,Class discussion,5
discussion,200,2018-12-08 00:00:00,live session,Class discussion,5
questions,200,2018-12-08 00:00:00,live session,Class discussion,5
one,200,2019-01-11 00:00:00,live session,Lectures are confusing and difficult,2
person,200,2019-01-11 00:00:00,live session,Lectures are confusing and difficult,2
dominated,200,2019-01-11 00:00:00,live session,Lectures are confusing and difficult,2
fullclass,200,2019-01-11 00:00:00,live session,Lectures are confusing and difficult,2
discussion,200,2019-01-11 00:00:00,live session,Lectures are confusing and difficult,2
annoying,200,2019-01-11 00:00:00,live session,Lectures are confusing and difficult,2
overall,200,2019-01-11 00:00:00,live session,Lectures are confusing and difficult,2
good,200,2019-01-11 00:00:00,live session,Lectures are confusing and difficult,2
class,200,2019-01-11 00:00:00,live session,Lectures are confusing and difficult,2
they're,201,2018-04-08 00:00:00,assignments,Class discussion,2
fine,201,2018-04-08 00:00:00,assignments,Class discussion,2
problem,201,2018-04-08 00:00:00,assignments,Class discussion,2
sets,201,2018-04-08 00:00:00,assignments,Class discussion,2
really,201,2018-04-08 00:00:00,assignments,Class discussion,2
helpful,201,2018-04-08 00:00:00,assignments,Class discussion,2
gotten,201,2018-04-08 00:00:00,assignments,Class discussion,2
feedback,201,2018-04-08 00:00:00,assignments,Class discussion,2
far,201,2018-04-08 00:00:00,assignments,Class discussion,2
i'm,201,2018-04-08 00:00:00,assignments,Class discussion,2
sure,201,2018-04-08 00:00:00,assignments,Class discussion,2
well,201,2018-04-08 00:00:00,assignments,Class discussion,2
i'm,201,2018-04-08 00:00:00,assignments,Class discussion,2
actually,201,2018-04-08 00:00:00,assignments,Class discussion,2
async,200,2018-10-06 00:00:00,async,Lectures are confusing and difficult,2
okay,200,2018-10-06 00:00:00,async,Lectures are confusing and difficult,2
felt,200,2018-10-06 00:00:00,async,Lectures are confusing and difficult,2
superfluous,200,2018-10-06 00:00:00,async,Lectures are confusing and difficult,2
though,200,2018-10-06 00:00:00,async,Lectures are confusing and difficult,2
really,200,2018-10-06 00:00:00,async,Lectures are confusing and difficult,2
anything,200,2018-10-06 00:00:00,async,Lectures are confusing and difficult,2
talked,200,2018-10-06 00:00:00,async,Lectures are confusing and difficult,2
live,200,2018-10-06 00:00:00,async,Lectures are confusing and difficult,2
session,200,2018-10-06 00:00:00,async,Lectures are confusing and difficult,2
feel,266,2018-06-29 00:00:00,assignments,Class discussion,3
like,266,2018-06-29 00:00:00,assignments,Class discussion,3
could,266,2018-06-29 00:00:00,assignments,Class discussion,3
use,266,2018-06-29 00:00:00,assignments,Class discussion,3
extra,266,2018-06-29 00:00:00,assignments,Class discussion,3
ta,266,2018-06-29 00:00:00,assignments,Class discussion,3
,266,2018-06-29 00:00:00,assignments,Class discussion,3
would,266,2018-06-29 00:00:00,assignments,Class discussion,3
really,266,2018-06-29 00:00:00,assignments,Class discussion,3
help,266,2018-06-29 00:00:00,assignments,Class discussion,3
problem,266,2018-06-29 00:00:00,assignments,Class discussion,3
set,266,2018-06-29 00:00:00,assignments,Class discussion,3
feedback,266,2018-06-29 00:00:00,assignments,Class discussion,3
turnaround,266,2018-06-29 00:00:00,assignments,Class discussion,3
things,266,2018-06-29 00:00:00,assignments,Class discussion,3
going,266,2018-06-29 00:00:00,assignments,Class discussion,3
well,266,2018-06-29 00:00:00,assignments,Class discussion,3
though,266,2018-06-29 00:00:00,assignments,Class discussion,3
live,231,2018-04-18 00:00:00,live session,Class discussion,5
session,231,2018-04-18 00:00:00,live session,Class discussion,5
good,231,2018-04-18 00:00:00,live session,Class discussion,5
lots,231,2018-04-18 00:00:00,live session,Class discussion,5
lively,231,2018-04-18 00:00:00,live session,Class discussion,5
discussion,231,2018-04-18 00:00:00,live session,Class discussion,5
made,231,2018-04-18 00:00:00,live session,Class discussion,5
class,231,2018-04-18 00:00:00,live session,Class discussion,5
go,231,2018-04-18 00:00:00,live session,Class discussion,5
really,231,2018-04-18 00:00:00,live session,Class discussion,5
fast,231,2018-04-18 00:00:00,live session,Class discussion,5
nice,231,2018-04-18 00:00:00,live session,Class discussion,5
async,210,2018-02-25 00:00:00,async,Lectures are confusing and difficult,2
pretty,210,2018-02-25 00:00:00,async,Lectures are confusing and difficult,2
repetitive,210,2018-02-25 00:00:00,async,Lectures are confusing and difficult,2
felt,210,2018-02-25 00:00:00,async,Lectures are confusing and difficult,2
like,210,2018-02-25 00:00:00,async,Lectures are confusing and difficult,2
lot,210,2018-02-25 00:00:00,async,Lectures are confusing and difficult,2
material,210,2018-02-25 00:00:00,async,Lectures are confusing and difficult,2
covered,210,2018-02-25 00:00:00,async,Lectures are confusing and difficult,2
multiple,210,2018-02-25 00:00:00,async,Lectures are confusing and difficult,2
times,210,2018-02-25 00:00:00,async,Lectures are confusing and difficult,2
live,210,2018-02-25 00:00:00,async,Lectures are confusing and difficult,2
session,210,2018-02-25 00:00:00,async,Lectures are confusing and difficult,2
:sleepy:,210,2018-02-25 00:00:00,async,Lectures are confusing and difficult,2
still,241,2018-06-26 00:00:00,assignments,Confused by grading,1
gotten,241,2018-06-26 00:00:00,assignments,Confused by grading,1
feedback,241,2018-06-26 00:00:00,assignments,Confused by grading,1
assignments,241,2018-06-26 00:00:00,assignments,Confused by grading,1
far,241,2018-06-26 00:00:00,assignments,Confused by grading,1
frustrating,241,2018-06-26 00:00:00,assignments,Confused by grading,1
they're,241,2018-06-26 00:00:00,assignments,Confused by grading,1
pretty,241,2018-06-26 00:00:00,assignments,Confused by grading,1
straightforward,241,2018-06-26 00:00:00,assignments,Confused by grading,1
though,241,2018-06-26 00:00:00,assignments,Confused by grading,1
"nice
we",241,2018-06-26 00:00:00,assignments,Confused by grading,1
really,241,2018-06-26 00:00:00,assignments,Confused by grading,1
need,241,2018-06-26 00:00:00,assignments,Confused by grading,1
start,241,2018-06-26 00:00:00,assignments,Confused by grading,1
getting,241,2018-06-26 00:00:00,assignments,Confused by grading,1
feedback,241,2018-06-26 00:00:00,assignments,Confused by grading,1
assignments,241,2018-06-26 00:00:00,assignments,Confused by grading,1
we've,241,2018-06-26 00:00:00,assignments,Confused by grading,1
turned,241,2018-06-26 00:00:00,assignments,Confused by grading,1
we're,241,2018-06-26 00:00:00,assignments,Confused by grading,1
halfway,241,2018-06-26 00:00:00,assignments,Confused by grading,1
semester,241,2018-06-26 00:00:00,assignments,Confused by grading,1
grades,241,2018-06-26 00:00:00,assignments,Confused by grading,1
yet,241,2018-06-26 00:00:00,assignments,Confused by grading,1
okay,241,2018-06-26 00:00:00,assignments,Confused by grading,1
class,207,2019-02-01 00:00:00,assignments,Confused by grading,4
going,207,2019-02-01 00:00:00,assignments,Confused by grading,4
well,207,2019-02-01 00:00:00,assignments,Confused by grading,4
feel,207,2019-02-01 00:00:00,assignments,Confused by grading,4
like,207,2019-02-01 00:00:00,assignments,Confused by grading,4
i'm,207,2019-02-01 00:00:00,assignments,Confused by grading,4
understanding,207,2019-02-01 00:00:00,assignments,Confused by grading,4
material,207,2019-02-01 00:00:00,assignments,Confused by grading,4
finally,207,2019-02-01 00:00:00,assignments,Confused by grading,4
even,207,2019-02-01 00:00:00,assignments,Confused by grading,4
though,207,2019-02-01 00:00:00,assignments,Confused by grading,4
i'm,207,2019-02-01 00:00:00,assignments,Confused by grading,4
sure,207,2019-02-01 00:00:00,assignments,Confused by grading,4
grade,207,2019-02-01 00:00:00,assignments,Confused by grading,4
yet,207,2019-02-01 00:00:00,assignments,Confused by grading,4
gotten,207,2019-02-01 00:00:00,assignments,Confused by grading,4
grades,207,2019-02-01 00:00:00,assignments,Confused by grading,4
backyet,207,2019-02-01 00:00:00,assignments,Confused by grading,4
good,203,2019-01-21 00:00:00,live session,Class discussion,4
,203,2019-01-21 00:00:00,live session,Class discussion,4
ran,203,2019-01-21 00:00:00,live session,Class discussion,4
half,203,2019-01-21 00:00:00,live session,Class discussion,4
hour,203,2019-01-21 00:00:00,live session,Class discussion,4
tough,203,2019-01-21 00:00:00,live session,Class discussion,4
discussion,203,2019-01-21 00:00:00,live session,Class discussion,4
fun,203,2019-01-21 00:00:00,live session,Class discussion,4
seem,203,2019-01-21 00:00:00,live session,Class discussion,4
like,203,2019-01-21 00:00:00,live session,Class discussion,4
took,203,2019-01-21 00:00:00,live session,Class discussion,4
long,203,2019-01-21 00:00:00,live session,Class discussion,4
good,241,2018-06-15 00:00:00,live session,Class discussion,4
,241,2018-06-15 00:00:00,live session,Class discussion,4
ran,241,2018-06-15 00:00:00,live session,Class discussion,4
half,241,2018-06-15 00:00:00,live session,Class discussion,4
hour,241,2018-06-15 00:00:00,live session,Class discussion,4
tough,241,2018-06-15 00:00:00,live session,Class discussion,4
discussion,241,2018-06-15 00:00:00,live session,Class discussion,4
fun,241,2018-06-15 00:00:00,live session,Class discussion,4
seem,241,2018-06-15 00:00:00,live session,Class discussion,4
like,241,2018-06-15 00:00:00,live session,Class discussion,4
took,241,2018-06-15 00:00:00,live session,Class discussion,4
long,241,2018-06-15 00:00:00,live session,Class discussion,4
async,207,2018-05-05 00:00:00,async,Discussion and assignment questions,2
felt,207,2018-05-05 00:00:00,async,Discussion and assignment questions,2
little,207,2018-05-05 00:00:00,async,Discussion and assignment questions,2
long,207,2018-05-05 00:00:00,async,Discussion and assignment questions,2
week,207,2018-05-05 00:00:00,async,Discussion and assignment questions,2
seem,207,2018-05-05 00:00:00,async,Discussion and assignment questions,2
super,207,2018-05-05 00:00:00,async,Discussion and assignment questions,2
relevant,207,2018-05-05 00:00:00,async,Discussion and assignment questions,2
talked,207,2018-05-05 00:00:00,async,Discussion and assignment questions,2
live,207,2018-05-05 00:00:00,async,Discussion and assignment questions,2
session,207,2018-05-05 00:00:00,async,Discussion and assignment questions,2
problem,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
sets,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
really,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
difficult,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
i've,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
learned,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
lot,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
take,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
forever,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
working,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
students,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
i'd,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
totally,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
lost,201,2018-11-26 00:00:00,assignments,Lectures are confusing and difficult,1
live,209,2019-02-14 00:00:00,live session,Class discussion,2
sessions,209,2019-02-14 00:00:00,live session,Class discussion,2
running,209,2019-02-14 00:00:00,live session,Class discussion,2
late,209,2019-02-14 00:00:00,live session,Class discussion,2
recently,209,2019-02-14 00:00:00,live session,Class discussion,2
really,209,2019-02-14 00:00:00,live session,Class discussion,2
tough,209,2019-02-14 00:00:00,live session,Class discussion,2
schedule,209,2019-02-14 00:00:00,live session,Class discussion,2
(i'm,209,2019-02-14 00:00:00,live session,Class discussion,2
different,209,2019-02-14 00:00:00,live session,Class discussion,2
time,209,2019-02-14 00:00:00,live session,Class discussion,2
zone,209,2019-02-14 00:00:00,live session,Class discussion,2
going,209,2019-02-14 00:00:00,live session,Class discussion,2
late,209,2019-02-14 00:00:00,live session,Class discussion,2
means,209,2019-02-14 00:00:00,live session,Class discussion,2
cutting,209,2019-02-14 00:00:00,live session,Class discussion,2
sleep),209,2019-02-14 00:00:00,live session,Class discussion,2
could,209,2019-02-14 00:00:00,live session,Class discussion,2
keep,209,2019-02-14 00:00:00,live session,Class discussion,2
class,209,2019-02-14 00:00:00,live session,Class discussion,2
scheduled,209,2019-02-14 00:00:00,live session,Class discussion,2
time,209,2019-02-14 00:00:00,live session,Class discussion,2
would,209,2019-02-14 00:00:00,live session,Class discussion,2
make,209,2019-02-14 00:00:00,live session,Class discussion,2
things,209,2019-02-14 00:00:00,live session,Class discussion,2
much,209,2019-02-14 00:00:00,live session,Class discussion,2
easier,209,2019-02-14 00:00:00,live session,Class discussion,2
,210,2018-07-18 00:00:00,live session,Class discussion,4
thought,210,2018-07-18 00:00:00,live session,Class discussion,4
discussion,210,2018-07-18 00:00:00,live session,Class discussion,4
really,210,2018-07-18 00:00:00,live session,Class discussion,4
productive,210,2018-07-18 00:00:00,live session,Class discussion,4
though,210,2018-07-18 00:00:00,live session,Class discussion,4
get,210,2018-07-18 00:00:00,live session,Class discussion,4
kind,210,2018-07-18 00:00:00,live session,Class discussion,4
,210,2018-07-18 00:00:00,live session,Class discussion,4
tense,210,2018-07-18 00:00:00,live session,Class discussion,4
one,210,2018-07-18 00:00:00,live session,Class discussion,4
point,210,2018-07-18 00:00:00,live session,Class discussion,4
got,210,2018-07-18 00:00:00,live session,Class discussion,4
past,210,2018-07-18 00:00:00,live session,Class discussion,4
first,210,2018-07-18 00:00:00,live session,Class discussion,4
reading,210,2018-07-18 00:00:00,live session,Class discussion,4
though,210,2018-07-18 00:00:00,live session,Class discussion,4
thought,210,2018-07-18 00:00:00,live session,Class discussion,4
things,210,2018-07-18 00:00:00,live session,Class discussion,4
got,210,2018-07-18 00:00:00,live session,Class discussion,4
back,210,2018-07-18 00:00:00,live session,Class discussion,4
,210,2018-07-18 00:00:00,live session,Class discussion,4
normal,210,2018-07-18 00:00:00,live session,Class discussion,4
okay,203,2018-04-09 00:00:00,async,Class discussion,2
feel,203,2018-04-09 00:00:00,async,Class discussion,2
like,203,2018-04-09 00:00:00,async,Class discussion,2
async,203,2018-04-09 00:00:00,async,Class discussion,2
last,203,2018-04-09 00:00:00,async,Class discussion,2
couple,203,2018-04-09 00:00:00,async,Class discussion,2
weeks,203,2018-04-09 00:00:00,async,Class discussion,2
anything,203,2018-04-09 00:00:00,async,Class discussion,2
we've,203,2018-04-09 00:00:00,async,Class discussion,2
actually,203,2018-04-09 00:00:00,async,Class discussion,2
talked,203,2018-04-09 00:00:00,async,Class discussion,2
live,203,2018-04-09 00:00:00,async,Class discussion,2
session,203,2018-04-09 00:00:00,async,Class discussion,2
interesting,203,2018-04-09 00:00:00,async,Class discussion,2
least,203,2018-04-09 00:00:00,async,Class discussion,2
i'm,203,2018-04-09 00:00:00,async,Class discussion,2
struggling,203,2018-04-09 00:00:00,async,Class discussion,2
see,203,2018-04-09 00:00:00,async,Class discussion,2
need,203,2018-04-09 00:00:00,async,Class discussion,2
watching,203,2018-04-09 00:00:00,async,Class discussion,2
though,203,2018-04-09 00:00:00,async,Class discussion,2
since,203,2018-04-09 00:00:00,async,Class discussion,2
never,203,2018-04-09 00:00:00,async,Class discussion,2
end,203,2018-04-09 00:00:00,async,Class discussion,2
actually,203,2018-04-09 00:00:00,async,Class discussion,2
reviewing,203,2018-04-09 00:00:00,async,Class discussion,2
talking,203,2018-04-09 00:00:00,async,Class discussion,2
assignments,200,2018-08-27 00:00:00,assignments,Lectures are confusing and difficult,3
week,200,2018-08-27 00:00:00,assignments,Lectures are confusing and difficult,3
good,200,2018-08-27 00:00:00,assignments,Lectures are confusing and difficult,3
live,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
session,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
really,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
anything,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
async,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
lectures,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
i'm,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
really,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
sure,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
whether,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
live,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
session,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
async,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
relevant,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
we're,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
supposed,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
taking,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
class,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
:disappointed:,209,2018-05-13 00:00:00,async,Discussion and assignment questions,2
gotten,241,2018-04-07 00:00:00,assignments,Lectures are confusing and difficult,1
feedback,241,2018-04-07 00:00:00,assignments,Lectures are confusing and difficult,1
assignments,241,2018-04-07 00:00:00,assignments,Lectures are confusing and difficult,1
yet,241,2018-04-07 00:00:00,assignments,Lectures are confusing and difficult,1
we're,241,2018-04-07 00:00:00,assignments,Lectures are confusing and difficult,1
halfway,241,2018-04-07 00:00:00,assignments,Lectures are confusing and difficult,1
semester,241,2018-04-07 00:00:00,assignments,Lectures are confusing and difficult,1
unacceptable,241,2018-04-07 00:00:00,assignments,Lectures are confusing and difficult,1
live,203,2018-10-03 00:00:00,live session,Lectures are confusing and difficult,1
session,203,2018-10-03 00:00:00,live session,Lectures are confusing and difficult,1
feels,203,2018-10-03 00:00:00,live session,Lectures are confusing and difficult,1
like,203,2018-10-03 00:00:00,live session,Lectures are confusing and difficult,1
waste,203,2018-10-03 00:00:00,live session,Lectures are confusing and difficult,1
time,203,2018-10-03 00:00:00,live session,Lectures are confusing and difficult,1
live,201,2019-02-03 00:00:00,live session,Class discussion,1
session,201,2019-02-03 00:00:00,live session,Class discussion,1
runs,201,2019-02-03 00:00:00,live session,Class discussion,1
forever,201,2019-02-03 00:00:00,live session,Class discussion,1
feels,201,2019-02-03 00:00:00,live session,Class discussion,1
superfluous,201,2019-02-03 00:00:00,live session,Class discussion,1
relate,201,2019-02-03 00:00:00,live session,Class discussion,1
things,201,2019-02-03 00:00:00,live session,Class discussion,1
review,201,2019-02-03 00:00:00,live session,Class discussion,1
async,201,2019-02-03 00:00:00,live session,Class discussion,1
async,200,2018-03-01 00:00:00,async,Lectures are confusing and difficult,2
live,200,2018-03-01 00:00:00,async,Lectures are confusing and difficult,2
session,200,2018-03-01 00:00:00,async,Lectures are confusing and difficult,2
nothing,200,2018-03-01 00:00:00,async,Lectures are confusing and difficult,2
live,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
session,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
ran,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
time,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
week,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
always,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
runs,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
late,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
i'm,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
east,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
coast,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
means,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
get,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
much,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
less,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
sleep,210,2018-08-03 00:00:00,live session,Professors know their stuff,2
found,231,2018-02-08 00:00:00,async,Lectures are confusing and difficult,4
examples,231,2018-02-08 00:00:00,async,Lectures are confusing and difficult,4
async,231,2018-02-08 00:00:00,async,Lectures are confusing and difficult,4
readings,231,2018-02-08 00:00:00,async,Lectures are confusing and difficult,4
assignments,231,2018-02-08 00:00:00,async,Lectures are confusing and difficult,4
incredibly,231,2018-02-08 00:00:00,async,Lectures are confusing and difficult,4
useful,231,2018-02-08 00:00:00,async,Lectures are confusing and difficult,4
even,231,2018-02-08 00:00:00,async,Lectures are confusing and difficult,4
background,231,2018-02-08 00:00:00,async,Lectures are confusing and difficult,4
research,231,2018-02-08 00:00:00,async,Lectures are confusing and difficult,4
make,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
harder,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
watch,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
async,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
mobile,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
device,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
(eg,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
get,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
fee,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
min,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
watch,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
videos,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
lunch,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
break,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
frustrating,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
hit,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
one,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
walls),209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
even,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
annoying,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
yet,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
see,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
ever,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
reviewed,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
teacher,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
discussed,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
class,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
somebody,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
designed,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
busy,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
work,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
videos,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
first,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
created,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
current,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
teachers,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
care,209,2018-04-01 00:00:00,technology,Lectures are confusing and difficult,1
make,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
harder,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
watch,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
async,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
mobile,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
device,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
(eg,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
get,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
fee,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
min,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
watch,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
videos,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
lunch,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
break,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
frustrating,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
hit,210,2018-01-24 00:00:00,async,Lectures are confusing and difficult,1
